3.4127587080e-01,4.8709553480e-01
-4.4183647633e-01,1.3260079622e+00
-8.7062180042e-01,1.2860994339e+00
-6.5804034472e-02,4.6854704618e-01
-7.4582576752e-01,9.8304229975e-01
-2.0515355468e-01,1.6079032421e+00
2.6248979568e-01,4.6035714447e-02
-5.9290486574e-01,1.3729878664e+00
-5.8783501387e-01,1.2683888674e+00
-5.0799810886e-01,1.4947336912e+00
-5.8492815495e-01,1.5540409088e+00
-3.4141615033e-01,1.7057535648e+00
-4.2680642009e-01,1.5774220228e+00
-4.4927942753e-01,1.6599154472e+00
-4.2988383770e-01,1.4335529804e+00
-3.8187587261e-01,1.5604689121e+00
-1.2539553642e-01,2.5397720933e-01
-7.3031210899e-01,1.3072402477e+00
-9.2463636398e-01,1.3163338900e+00
-5.7406735420e-01,1.0797870159e+00
-6.7039811611e-01,1.2796158791e+00
-6.2383997440e-01,1.5554575920e+00
-6.2932413816e-01,1.2810603380e+00
-3.9232963324e-01,1.6109920740e+00
-4.5595648885e-01,1.5830370188e+00
-4.0120971203e-01,1.4111884832e+00
-5.5186641216e-01,1.4432008266e+00
4.9165853858e-01,2.5400832295e-01
-1.0106815100e+00,1.0310548544e+00
-4.3277615309e-01,1.6015455723e+00
-8.7257868052e-01,1.4486951828e+00
-8.3777487278e-01,1.1251131296e+00
-9.0288102627e-01,1.0377830267e+00
-5.0127267838e-01,1.4685158730e+00
-4.1492787004e-01,1.2764492035e+00
-4.3089652061e-01,1.5770230293e+00
-1.0022684336e+00,9.2311143875e-01
-2.5287339091e-01,1.7999981642e+00
-5.8401674032e-01,1.6388537884e+00
-8.4235113859e-01,9.4505035877e-01
-6.1541891098e-01,1.1368820667e+00
-6.8939691782e-01,1.3201385736e+00
-5.3991019726e-01,1.3673627377e+00
-5.8091264963e-01,1.2617521286e+00
3.4855598211e-01,4.7981426120e-01
-6.4795929193e-01,1.3146804571e+00
-3.1504136324e-01,1.4457223415e+00
4.2448109388e-01,1.6003751755e-01
-6.4548069239e-01,1.4419035912e+00
-8.0012810230e-01,1.1898803711e+00
